TONY STARK,9
STEVE ROGERS,10
THOR,7
NATASHA ROMANOFF,10
PEPPER POTTS,7
BRUCE BANNER,7
NICK FURY,7
LOKI,6
JAMES RHODES,8
SAM WILSON,6
PEGGY CARTER,6
STAN LEE,11
